@relation prfPeriodoTx-weka.filters.unsupervised.instance.RemovePercentage-P66.7-V

@attribute BR numeric
@attribute CondPista {Seca,'Com buraco',Molhada,'Em obra',Outra,Escorregadia,Oleosa,Enlameada,'Com material granulado','Com Gelo'}
@attribute RestrVisibili {Inexistente,Outros,'Veículo estacionado','Configuração do terreno',Poeira/fumaça/neblina,Vegetação,Ofuscamento,Cartazes/faixas,Placas}
@attribute TipoAcident {'Colisão Transversal','Colisão com objeto fixo','Atropelamento de pessoa','Colisão lateral','Colisão traseira',QuedaMoto/bicla,'Colisão com bicicleta',Capotamento,'Atropelamento de animal','Colisão frontal','Saída de Pista','Colisão com objeto móvel',Tombamento,'Derramamento de Carga','Danos Eventuais',Incêndio}
@attribute CausaAcident {Outras,'Falta de atenção','Velocidade incompatível','Ultrapassagem indevida','Desobediência à sinalização','Defeito mecânico','Animais na Pista','Não guardar distância segura',Dormindo,'Defeito na via','Ingestão de álcool'}
@attribute TracadoVia {Reta,Curva,Cruzamento}
@attribute TipoAuto {Automóvel,'Não Informado','Não se Aplica',Motocicletas,Caminhão-Trator,Camioneta,Caminhão,Bicicleta,Caminhonete,Ônibus,Microônibus,'Não identificado',Motoneta,'Trator de rodas',Triciclo,Carroça,Caminhão-Tanque,Semi-Reboque,Utilitário,Ciclomotor,Charrete,Carro-de-mao,Quadriciclo,'Trator misto',Reboque,'Trator de esteiras'}
@attribute Gravidade numeric
@attribute DiaDaSemana {Terça-feira,Domingo,Quarta-feira,Sábado,Segunda-feira,Sexta-feira,Quinta-feira}
@attribute KMArredondado numeric
@attribute Delegacia {1101.0,1102.0,1105.0,1103.0,1106.0,1104.0,NA}
@attribute probAcident numeric
@attribute Periodo {Noite,Manhã,Madrugada,Tarde}

@data
101,Seca,Inexistente,'Colisão lateral','Não guardar distância segura',Reta,Caminhão-Trator,1,Terça-feira,76,1101.0,0.261,Tarde
101,Molhada,Inexistente,Tombamento,Outras,Reta,Caminhão,1,Sábado,83,1101.0,0.044,Tarde
101,'Com buraco',Inexistente,'Saída de Pista','Defeito na via',Curva,Caminhão,1,Quinta-feira,111,1101.0,0.002,Manhã
232,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,0,Sábado,30,1101.0,0.027,Tarde
232,Seca,Inexistente,Capotamento,Outras,Reta,Caminhonete,0,Domingo,68,1101.0,0.163,Manhã
232,Molhada,Outros,'Colisão lateral',Outras,Reta,Camioneta,1,Segunda-feira,131,1102.0,0.001,Tarde
232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão,1,Quinta-feira,251,1103.0,0.03,Manhã
232,Seca,Ofuscamento,'Atropelamento de animal','Animais na Pista',Curva,Automóvel,1,Domingo,304,1103.0,0,Noite
408,Seca,Inexistente,'Colisão traseira','Velocidade incompatível',Curva,'Não identificado',1,Quarta-feira,75,1101.0,0.005,Manhã
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Camioneta,1,Domingo,34,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão frontal',Outras,Reta,Automóvel,1,Terça-feira,42,1101.0,0.261,Manhã
101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão,1,Quarta-feira,67,1101.0,0.044,Noite
101,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',1,Terça-feira,68,1101.0,0.261,Manhã
101,'Com buraco',Outros,Tombamento,'Defeito na via',Reta,Motocicletas,1,Quarta-feira,70,1101.0,0,Noite
101,Molhada,Inexistente,'Saída de Pista',Outras,Curva,Caminhão,1,Segunda-feira,73,1101.0,0.008,Noite
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,1,Segunda-feira,83,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Cruzamento,Caminhão-Trator,1,Quinta-feira,83,1101.0,0.012,Noite
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,1,Segunda-feira,83,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Camioneta,1,Segunda-feira,83,1101.0,0.261,Noite
101,Seca,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,1,Domingo,83,1101.0,0.261,Manhã
101,Seca,Inexistente,'Saída de Pista',Dormindo,Curva,Automóvel,1,Domingo,102,1101.0,0.049,Tarde
101,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Camioneta,1,Quinta-feira,102,1101.0,0.261,Noite
232,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,1,Segunda-feira,9,1101.0,0.027,Manhã
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Terça-feira,9,1101.0,0.163,Manhã
232,Seca,Inexistente,'Colisão traseira',Outras,Reta,Motocicletas,1,Quinta-feira,9,1101.0,0.163,Noite
232,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,1,Sábado,101,1102.0,0.027,Madrugada
232,Seca,Inexistente,'Colisão traseira',Outras,Reta,Microônibus,1,Sexta-feira,102,1102.0,0.163,Tarde
232,Molhada,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',1,Quinta-feira,131,1102.0,0.027,Noite
232,Molhada,'Configuração do terreno',Capotamento,Outras,Reta,Automóvel,1,Domingo,178,1102.0,0.001,Noite
408,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,1,Terça-feira,58,1101.0,0.024,Noite
408,Seca,Inexistente,Tombamento,'Falta de atenção',Reta,Motocicletas,1,Segunda-feira,70,1101.0,0.024,Manhã
428,Seca,Inexistente,'Saída de Pista',Dormindo,Reta,Automóvel,1,Quinta-feira,97,1106.0,0.03,Manhã
101,Seca,Outros,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,1,Segunda-feira,78,1101.0,0.009,Tarde
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Ônibus,1,Sábado,21,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,1,Terça-feira,34,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão com bicicleta','Falta de atenção',Reta,'Não se Aplica',1,Sábado,42,1101.0,0.261,Noite
101,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Camioneta,1,Quarta-feira,65,1101.0,0.044,Noite
101,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Microônibus,1,Sexta-feira,67,1101.0,0.044,Manhã
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,1,Terça-feira,67,1101.0,0.261,Noite
101,'Com buraco',Inexistente,QuedaMoto/bicla,'Ingestão de álcool',Reta,Motocicletas,1,Segunda-feira,68,1101.0,0.008,Tarde
101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Sábado,68,1101.0,0.044,Tarde
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão,1,Quinta-feira,68,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,1,Segunda-feira,68,1101.0,0.261,Manhã
101,Seca,Inexistente,'Saída de Pista','Falta de atenção',Reta,Motocicletas,1,Domingo,83,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Automóvel,0,Quinta-feira,102,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Cruzamento,Ônibus,1,Terça-feira,157,1101.0,0.012,Tarde
104,Seca,Inexistente,'Colisão lateral','Falta de atenção',Cruzamento,Caminhão-Trator,1,Quarta-feira,67,1102.0,0.002,Noite
104,Molhada,Outros,'Atropelamento de animal',Outras,Reta,Automóvel,1,Sábado,93,1102.0,0,Noite
232,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',1,Terça-feira,9,1101.0,0.163,Tarde
232,Seca,Outros,'Colisão frontal',Outras,Reta,Motocicletas,1,Sábado,206,1103.0,0.005,Madrugada
316,Seca,Inexistente,Tombamento,'Ultrapassagem indevida',Reta,Caminhão,1,Sábado,76,1105.0,0.017,Madrugada
101,'Com buraco',Cartazes/faixas,Tombamento,'Falta de atenção',Curva,Motocicletas,1,Quinta-feira,21,1101.0,0,Noite
101,Seca,Inexistente,'Colisão lateral','Defeito mecânico',Reta,Caminhão-Trator,1,Quinta-feira,24,1101.0,0.261,Tarde
101,Seca,Inexistente,Capotamento,Outras,Curva,Automóvel,1,Quarta-feira,55,1101.0,0.049,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,1,Quarta-feira,67,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão,1,Sábado,67,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,1,Segunda-feira,67,1101.0,0.261,Manhã
101,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Caminhão,1,Terça-feira,67,1101.0,0.044,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Motocicletas,1,Sábado,68,1101.0,0.049,Manhã
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão,1,Quinta-feira,68,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,1,Quarta-feira,68,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Camioneta,1,Segunda-feira,68,1101.0,0.261,Noite
101,Seca,Inexistente,QuedaMoto/bicla,Outras,Reta,Motocicletas,1,Segunda-feira,68,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão com objeto fixo','Falta de atenção',Reta,Automóvel,1,Terça-feira,68,1101.0,0.261,Noite
101,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',1,Sábado,82,1101.0,0.261,Tarde
101,Seca,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',1,Quarta-feira,82,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Quarta-feira,83,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhonete,1,Quinta-feira,83,1101.0,0.261,Manhã
101,Seca,Inexistente,'Saída de Pista','Falta de atenção',Curva,Automóvel,1,Sábado,83,1101.0,0.049,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão-Trator,1,Segunda-feira,83,1101.0,0.049,Noite
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Cruzamento,Caminhonete,1,Segunda-feira,83,1101.0,0.012,Tarde
101,'Com buraco',Inexistente,'Saída de Pista','Defeito na via',Reta,Automóvel,1,Domingo,90,1101.0,0.008,Tarde
101,Seca,Inexistente,'Colisão com bicicleta',Outras,Reta,Ônibus,1,Quinta-feira,90,1101.0,0.261,Noite
104,Seca,Inexistente,'Colisão lateral',Outras,Reta,Motocicletas,1,Domingo,62,1102.0,0.04,Noite
232,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Motocicletas,1,Quinta-feira,49,1101.0,0.163,Manhã
232,Seca,Inexistente,'Colisão lateral','Defeito na via',Reta,Caminhonete,1,Quarta-feira,11,1101.0,0.163,Tarde
232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,1,Sábado,11,1101.0,0.163,Tarde
232,Seca,Inexistente,'Colisão traseira',Outras,Reta,Motocicletas,1,Sábado,11,1101.0,0.163,Tarde
232,Seca,Inexistente,'Saída de Pista',Outras,Curva,Automóvel,0,Segunda-feira,18,1101.0,0.03,Madrugada
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,1,Domingo,27,1101.0,0.163,Tarde
232,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,1,Sábado,102,1102.0,0.163,Noite
232,Seca,Outros,'Colisão lateral','Falta de atenção',Reta,Ônibus,1,Segunda-feira,157,1102.0,0.005,Madrugada
316,Seca,Inexistente,'Saída de Pista',Outras,Reta,Caminhão,1,Segunda-feira,62,1105.0,0.017,Noite
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,1,Sábado,7,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Automóvel,1,Sábado,21,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão Transversal',Outras,Reta,Motocicletas,1,Sexta-feira,21,1101.0,0.261,Noite
101,Seca,Outros,'Colisão traseira','Ultrapassagem indevida',Reta,Caminhão,1,Sexta-feira,24,1101.0,0.009,Madrugada
101,Seca,Inexistente,'Colisão Transversal',Outras,Reta,Automóvel,1,Domingo,30,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,1,Terça-feira,30,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Reta,Automóvel,1,Sexta-feira,67,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Motocicletas,1,Domingo,68,1101.0,0.049,Noite
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Curva,Caminhão,1,Terça-feira,68,1101.0,0.049,Manhã
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,1,Quarta-feira,68,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Automóvel,1,Quinta-feira,68,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Caminhonete,1,Quarta-feira,68,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Terça-feira,70,1101.0,0.261,Manhã
101,Seca,Outros,'Colisão com bicicleta',Outras,Reta,Bicicleta,1,Quarta-feira,73,1101.0,0.009,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,1,Quarta-feira,83,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,1,Quinta-feira,83,1101.0,0.261,Tarde
101,Seca,Inexistente,QuedaMoto/bicla,'Defeito mecânico',Reta,Motocicletas,1,Quinta-feira,83,1101.0,0.261,Tarde
101,'Com buraco',Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,1,Segunda-feira,102,1101.0,0.008,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,1,Sexta-feira,102,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Caminhão,1,Quinta-feira,125,1101.0,0.261,Manhã
101,Seca,Inexistente,Tombamento,Outras,Reta,Motocicletas,1,Domingo,163,1101.0,0.261,Noite
104,Seca,Outros,'Colisão traseira',Outras,Reta,Caminhonete,1,Sábado,55,1102.0,0.001,Tarde
232,Seca,Ofuscamento,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',1,Domingo,9,1101.0,0.002,Tarde
232,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Camioneta,1,Sexta-feira,9,1101.0,0.163,Tarde
232,Seca,Inexistente,'Colisão traseira',Outras,Reta,Camioneta,1,Quarta-feira,66,1101.0,0.163,Tarde
232,Seca,Inexistente,'Colisão com objeto fixo',Outras,Curva,Caminhão,1,Domingo,76,1101.0,0.03,Tarde
232,Seca,Inexistente,'Colisão traseira',Outras,Curva,Camioneta,1,Quinta-feira,127,1102.0,0.03,Manhã
408,Seca,Inexistente,'Colisão traseira',Outras,Reta,Caminhonete,1,Terça-feira,68,1101.0,0.024,Tarde
408,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Camioneta,1,Quinta-feira,87,1101.0,0.024,Tarde
428,Seca,Inexistente,'Saída de Pista',Outras,Reta,Caminhão,1,Sexta-feira,93,1106.0,0.03,Manhã
101,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Automóvel,1,Domingo,21,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,1,Quinta-feira,41,1101.0,0.261,Manhã
101,Seca,'Configuração do terreno','Colisão traseira','Defeito mecânico',Curva,Caminhão,1,Terça-feira,42,1101.0,0.001,Tarde
101,Seca,Inexistente,Tombamento,'Falta de atenção',Reta,Motocicletas,1,Domingo,64,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,1,Segunda-feira,67,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão,1,Sábado,67,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Automóvel,1,Sexta-feira,67,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão com objeto fixo',Outras,Reta,Ônibus,1,Sexta-feira,68,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,'Não identificado',1,Quinta-feira,68,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Camioneta,1,Terça-feira,68,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão,1,Quarta-feira,83,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão Transversal',Outras,Reta,Automóvel,1,Quinta-feira,83,1101.0,0.261,Noite
101,'Em obra',Inexistente,QuedaMoto/bicla,'Defeito na via',Reta,Motocicletas,1,Sexta-feira,83,1101.0,0.006,Tarde
101,'Em obra',Inexistente,'Colisão frontal','Falta de atenção',Reta,Automóvel,1,Domingo,97,1101.0,0.006,Madrugada
101,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Reta,Motocicletas,1,Sexta-feira,102,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Caminhão-Trator,1,Sexta-feira,102,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,1,Sábado,128,1101.0,0.261,Manhã
104,Seca,Inexistente,'Derramamento de Carga',Outras,Curva,Caminhão-Trator,1,Quarta-feira,31,1102.0,0.007,Tarde
104,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,1,Terça-feira,62,1102.0,0.04,Manhã
104,Seca,Inexistente,'Colisão traseira','Falta de atenção',Cruzamento,Automóvel,1,Sábado,62,1102.0,0.002,Noite
104,Seca,Inexistente,Tombamento,'Ingestão de álcool',Reta,Motoneta,1,Sábado,62,1102.0,0.04,Tarde
104,Seca,Inexistente,'Colisão lateral',Outras,Reta,Motocicletas,1,Sábado,67,1102.0,0.04,Tarde
104,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Domingo,67,1102.0,0.04,Tarde
232,Seca,Ofuscamento,'Atropelamento de animal','Animais na Pista',Reta,Automóvel,1,Sexta-feira,5,1101.0,0.002,Madrugada
232,Seca,Inexistente,'Colisão com objeto fixo',Outras,Curva,Automóvel,1,Domingo,76,1101.0,0.03,Manhã
232,Seca,Outros,'Saída de Pista',Outras,Reta,Caminhão,1,Quarta-feira,120,1102.0,0.005,Manhã
232,Seca,Outros,'Colisão com objeto fixo',Outras,Reta,Motocicletas,1,Segunda-feira,127,1102.0,0.005,Tarde
232,Seca,'Configuração do terreno',Capotamento,'Velocidade incompatível',Reta,Caminhão,1,Terça-feira,147,1102.0,0.005,Madrugada
232,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,1,Quinta-feira,412,1104.0,0.163,Noite
232,Seca,Inexistente,Capotamento,Outras,Reta,Motocicletas,0,Sexta-feira,441,1104.0,0.163,Tarde
424,Seca,Inexistente,Capotamento,Dormindo,Reta,Automóvel,1,Terça-feira,23,1103.0,0.012,Madrugada
428,Seca,Inexistente,QuedaMoto/bicla,'Ingestão de álcool',Reta,Bicicleta,1,Sexta-feira,12,1105.0,0.03,Noite
428,Seca,Inexistente,Capotamento,Outras,Reta,Automóvel,1,Sábado,110,1106.0,0.03,Tarde
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Camioneta,1,Domingo,21,1101.0,0.261,Noite
101,Molhada,Inexistente,'Colisão com bicicleta',Outras,Reta,Bicicleta,1,Domingo,42,1101.0,0.044,Noite
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Automóvel,1,Sábado,58,1101.0,0.261,Noite
101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Quarta-feira,67,1101.0,0.044,Tarde
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Cruzamento,Automóvel,1,Sexta-feira,68,1101.0,0.012,Manhã
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Curva,Automóvel,1,Segunda-feira,68,1101.0,0.049,Tarde
101,Seca,Inexistente,'Colisão traseira',Outras,Cruzamento,Ônibus,1,Terça-feira,68,1101.0,0.012,Tarde
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Automóvel,1,Segunda-feira,68,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Ônibus,1,Segunda-feira,68,1101.0,0.261,Manhã
101,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Caminhonete,1,Quinta-feira,73,1101.0,0.261,Noite
101,Seca,Inexistente,Capotamento,Outras,Reta,Caminhonete,0,Quarta-feira,77,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Microônibus,1,Segunda-feira,83,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão com objeto fixo','Animais na Pista',Reta,Automóvel,1,Quinta-feira,87,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,1,Quinta-feira,111,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Automóvel,1,Sábado,116,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão-Trator,1,Sábado,116,1101.0,0.261,Manhã
101,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Caminhonete,1,Quarta-feira,125,1101.0,0.044,Manhã
101,'Em obra',Inexistente,'Colisão traseira',Outras,Reta,Camioneta,1,Terça-feira,136,1101.0,0.006,Manhã
101,Seca,Inexistente,'Colisão lateral',Outras,Curva,Caminhão-Trator,1,Sexta-feira,137,1101.0,0.049,Noite
104,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,1,Segunda-feira,62,1102.0,0.04,Noite
104,Molhada,Inexistente,'Atropelamento de pessoa',Outras,Reta,'Não se Aplica',1,Quinta-feira,68,1102.0,0.007,Tarde
232,Seca,Inexistente,'Colisão lateral',Outras,Reta,Ônibus,1,Sábado,9,1101.0,0.163,Manhã
232,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,1,Sábado,9,1101.0,0.163,Manhã
232,Seca,Inexistente,'Atropelamento de pessoa','Falta de atenção',Reta,'Não se Aplica',1,Quinta-feira,9,1101.0,0.163,Noite
232,Seca,Inexistente,Capotamento,'Não guardar distância segura',Reta,Automóvel,1,Quinta-feira,11,1101.0,0.163,Tarde
232,Molhada,Inexistente,'Colisão com objeto fixo',Dormindo,Reta,Automóvel,1,Domingo,27,1101.0,0.027,Manhã
232,Seca,Inexistente,'Saída de Pista','Defeito mecânico',Reta,Caminhão,1,Terça-feira,39,1101.0,0.163,Noite
232,Seca,Inexistente,'Colisão lateral','Defeito mecânico',Reta,Motocicletas,0,Domingo,44,1101.0,0.163,Manhã
232,Seca,Inexistente,'Colisão traseira',Dormindo,Curva,'Não se Aplica',1,Sábado,60,1101.0,0.03,Tarde
232,Seca,Inexistente,Capotamento,'Falta de atenção',Reta,Automóvel,0,Sábado,62,1101.0,0.163,Manhã
232,Seca,Inexistente,Capotamento,Dormindo,Reta,Caminhão,1,Domingo,292,1103.0,0.163,Manhã
232,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Motocicletas,1,Quinta-feira,482,1105.0,0.163,Manhã
423,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Sábado,93,1103.0,0.023,Tarde
423,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Camioneta,1,Segunda-feira,98,1103.0,0.023,Manhã
424,Seca,'Configuração do terreno',Capotamento,'Falta de atenção',Curva,Automóvel,1,Terça-feira,47,1103.0,0,Manhã
428,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Caminhonete,1,Quarta-feira,120,1105.0,0.03,Noite
101,Seca,Inexistente,'Colisão frontal','Falta de atenção',Reta,Caminhão,1,Quarta-feira,85,1101.0,0.261,Madrugada
101,Seca,Inexistente,Capotamento,'Ultrapassagem indevida',Reta,Automóvel,1,Quarta-feira,21,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhonete,1,Domingo,21,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,1,Quinta-feira,21,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Quarta-feira,21,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão frontal','Falta de atenção',Curva,Automóvel,1,Sábado,24,1101.0,0.049,Manhã
101,Seca,Inexistente,'Colisão com objeto fixo','Defeito mecânico',Curva,Caminhão,1,Quinta-feira,24,1101.0,0.049,Manhã
101,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Reta,Caminhão,1,Quarta-feira,42,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira',Outras,Curva,Microônibus,1,Sábado,59,1101.0,0.049,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,1,Sexta-feira,67,1101.0,0.261,Tarde
101,Seca,Inexistente,QuedaMoto/bicla,Outras,Reta,Motocicletas,1,Terça-feira,67,1101.0,0.261,Tarde
101,Seca,Outros,'Colisão traseira','Velocidade incompatível',Curva,Camioneta,1,Sexta-feira,68,1101.0,0.002,Tarde
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Sexta-feira,68,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhonete,1,Sexta-feira,68,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Curva,'Não identificado',1,Quinta-feira,68,1101.0,0.049,Noite
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Automóvel,1,Sexta-feira,68,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão com objeto fixo',Dormindo,Reta,Automóvel,1,Domingo,68,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão,1,Sábado,69,1101.0,0.261,Manhã
101,Escorregadia,Inexistente,'Colisão com objeto fixo',Outras,Reta,Automóvel,1,Segunda-feira,70,1101.0,0.003,Manhã
101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhonete,1,Segunda-feira,71,1101.0,0.044,Manhã
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Sábado,76,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão,1,Terça-feira,82,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Cruzamento,'Não identificado',1,Sexta-feira,82,1101.0,0.012,Manhã
